# The groups of orthologs are given as matrix with group per row
# and one genome per tab-separated column. Numbers refer to
# entry number as listed in the file "Map-SeqNum-id.map.
# Alternatively, use the OrthologousGroup.txt representation.
Alyrata_107_v1	Arabidopsis_thaliana	Bdistachyon_314_v3	Crubella_183_v1	Esalsugineum_173_v1	Mtruncatula_285_Mt4
0	0	18507	0	0	45706
0	0	10693	0	0	10709
31537	42997	10791	22964	23832	0
0	824	0	0	0	30294
2426	4906	0	0	20475	0
0	40835	41929	0	0	0
30507	0	0	0	2321	0
0	0	2569	0	0	46436
0	21474	0	21618	24603	0
0	17988	0	0	0	23417
0	3191	0	0	0	37781
0	0	0	12644	0	61135
31918	14009	3148	19417	11952	29559
7517	43087	3341	2785	28166	43492
0	29033	0	0	0	9501
20123	25670	0	19778	21329	0
0	0	0	20141	0	33413
0	17340	0	27371	0	57229
0	41054	27452	0	0	22262
19017	29100	0	16646	996	40422
11979	0	0	0	1600	0
7248	46252	9894	0	17538	46825
0	31712	11311	0	0	0
21515	40481	0	587	27313	0
28343	43287	16378	9913	0	2822
23849	11681	0	5279	8049	11126
4778	1463	0	0	0	0
0	24786	11291	0	0	0
28060	47149	0	5442	7791	0
0	19076	0	0	0	17397
0	10420	0	0	0	5987
0	448	0	0	0	57213
0	2815	5708	0	0	0
0	0	36036	0	14871	1154
20172	0	0	14977	0	0
0	0	8542	0	0	50849
0	0	0	12594	8423	0
0	0	21383	0	3730	40012
0	25224	18230	0	0	0
26621	39772	52444	13273	22639	15958
7052	34357	0	2087	10903	0
0	41782	0	25112	0	0
0	12026	0	0	0	49451
0	0	12373	0	0	25637
7063	36541	23822	17195	982	59885
0	25674	0	24114	0	0
0	40206	0	0	0	49302
7509	35184	0	24285	19420	0
3204	16515	0	0	0	0
8324	36565	9934	6931	7463	0
0	0	32242	0	0	33903
0	0	23373	0	0	886
0	7702	0	0	5852	0
0	37924	25499	0	0	0
0	30138	0	12357	0	0
0	12025	0	0	0	49619
0	0	0	14527	15077	0
0	6324	29474	0	0	0
28431	14079	0	0	0	54751
0	29415	0	5113	5624	0
0	3168	0	25573	23763	0
13797	0	0	23338	0	0
31054	41751	49811	9120	14570	37720
0	2374	0	0	0	49732
0	28790	24091	0	0	0
0	0	46012	0	0	61640
0	0	0	3482	23365	0
0	0	44666	0	0	40464
14877	12388	0	5053	5104	0
0	0	52304	0	0	27095
0	25297	0	0	0	53441
2115	28887	0	18271	28594	0
0	0	7195	0	27916	0
2712	0	3046	0	0	0
1925	33433	0	21454	19066	0
27408	10854	0	14029	0	45052
0	30179	21638	0	0	0
0	0	3560	0	24139	0
0	25830	15255	0	0	56359
0	10427	50341	0	0	18358
0	0	34114	18287	0	12282
22396	1007	0	16138	1579	0
7631	0	0	0	0	21995
31089	973	0	19110	11662	0
0	44624	0	28429	0	12473
0	12024	0	0	0	21994
6404	13717	0	8445	15666	42404
0	22012	0	16059	0	0
0	27942	0	0	0	18212
13371	25037	0	28038	26467	37065
0	9582	0	0	0	61823
27507	24339	0	27158	0	0
0	0	41360	0	5786	0
0	0	41359	0	5785	0
6211	34235	47211	9943	14801	54674
0	0	49776	0	0	11802
0	0	7939	0	0	46156
0	0	0	27655	16948	0
0	0	47569	0	17111	14832
0	47815	0	0	14766	0
0	15211	30901	0	0	0
5242	0	26573	0	0	0
0	0	0	15103	0	56487
8848	28772	0	3711	7250	3281
0	0	32296	0	10629	0
30053	35868	0	20649	0	0
22729	32371	0	14650	22873	0
0	0	49073	18171	0	0
0	15980	0	0	0	18612
24084	0	0	0	8773	0
14236	26652	0	27808	0	0
21887	20633	0	0	0	0
0	46418	45950	0	0	0
0	0	0	0	26104	46618
0	0	8429	0	0	5202
0	0	8428	0	0	5201
20884	44157	0	6831	9144	0
6261	9450	41653	8881	15975	14783
0	30641	0	0	11201	0
0	43210	31263	0	0	0
0	0	0	0	17939	21063
0	0	50495	0	0	6219
0	36400	0	0	0	543
8631	21388	0	25566	20511	0
3568	26858	36695	7419	5075	52181
0	0	27974	0	0	3477
0	0	27973	0	0	3476
4589	27222	50618	1803	11143	0
6663	40386	0	0	2531	0
0	27887	0	0	0	26829
0	44905	0	0	0	21339
0	11044	0	25279	0	0
0	0	28058	0	0	3642
0	0	18675	0	0	17204
0	0	8738	0	0	54941
0	0	47708	0	0	17154
0	0	26139	0	0	27370
8713	6472	49962	9544	15125	0
6236	15833	0	13417	21135	0
1655	45907	0	0	0	0
1652	8665	0	27773	0	0
6068	12096	10944	18968	11412	37784
11679	30445	0	0	0	48236
0	25299	0	0	0	53442
17463	42349	0	11281	0	0
0	0	46756	0	0	1509
1766	39807	0	22773	0	0
0	0	2156	0	0	40793
32317	0	0	16334	0	0
0	18733	32669	0	0	0
0	0	40751	0	0	45687
0	0	0	24751	0	6034
0	0	0	19545	20778	0
13786	12570	0	6208	8217	53825
0	5429	0	0	0	58998
31402	27156	0	17532	0	0
0	0	49512	9372	0	23763
0	47115	0	10101	0	45003
0	39188	5015	0	0	0
0	39187	5014	0	0	0
31342	0	24602	0	0	5111
0	8327	0	0	15571	0
0	8139	0	0	0	37988
24412	200	18166	3479	5140	4968
31430	42157	44338	16450	11011	60569
4632	27685	0	18038	1012	0
0	0	0	0	23211	93
0	0	33446	0	0	45476
0	0	0	0	24678	19076
25253	21559	0	12694	3956	0
0	0	0	0	14546	33467
2161	3480	0	5578	4623	0
9947	11217	0	24912	18026	42873
2245	31078	0	26427	0	0
0	0	0	0	18455	9215
0	0	7338	0	0	24385
0	0	7337	0	0	24384
0	46232	51693	0	0	0
0	1389	26174	0	0	0
0	44506	0	0	0	6974
0	48145	0	0	0	39943
0	0	16619	0	0	3604
22619	38753	0	17072	0	0
0	0	33118	0	0	18106
17316	0	0	6164	0	0
0	0	36012	14535	0	0
0	39343	0	27817	0	0
0	46187	0	14781	2212	0
1959	40641	23126	1202	0	0
0	19865	0	0	3141	0
0	0	13811	0	0	7469
15751	10270	48094	16309	29177	0
32215	46932	0	0	0	0
0	15318	24146	0	0	0
0	15317	24145	0	0	0
22549	32400	0	7879	0	55178
0	32399	0	7878	0	55179
13969	46065	0	532	27812	0
0	45468	0	20697	0	0
10215	41609	43315	15438	7313	0
17431	29068	0	17952	28887	0
0	0	10496	0	0	18713
0	0	43	0	0	7105
0	35456	0	8384	0	57032
17959	44038	0	3309	7259	5287
4662	43523	0	7443	8206	0
0	0	0	0	13480	52052
0	0	0	10038	0	22745
0	6323	35132	0	0	0
0	44030	0	0	0	45900
0	38484	34039	0	0	0
14671	45945	0	16911	1128	9667
0	0	0	0	18316	20380
30564	0	0	0	0	19369
32280	29039	0	25079	26956	0
0	45689	7450	19548	0	0
3380	24482	0	3523	5046	0
0	33783	7149	0	0	0
7801	35331	0	15161	3380	13263
0	0	0	1712	0	27387
28628	4499	0	7138	0	0
0	0	20178	0	0	8253
0	0	16618	0	0	6096
0	0	16617	0	0	6095
21634	44588	0	19498	20773	0
0	0	16616	0	0	8009
0	0	16615	0	0	2982
0	20214	0	20568	21297	0
0	35929	17582	0	0	10634
0	0	0	10908	10218	16299
0	28401	36088	0	0	0
25574	23069	0	11244	9856	0
0	10267	3030	0	0	0
0	10266	3025	0	0	0
0	0	15845	18244	0	0
0	22560	0	0	0	33675
32326	9529	0	0	0	17276
0	0	0	1416	0	35300
0	0	41092	0	0	47260
0	0	41091	0	0	47259
0	33489	0	0	0	2146
29721	12707	23949	1422	27183	6078
19133	0	0	0	16437	35159
0	9859	49305	0	0	44465
0	14990	46011	0	0	0
0	14989	46010	0	0	0
32253	453	30123	28277	28270	0
14589	15798	0	9097	9767	51882
12235	48246	0	0	0	0
27162	0	0	20501	0	0
0	0	15140	0	0	31580
0	40825	35659	0	0	0
25595	1058	0	12399	4006	0
28454	7084	0	17725	1086	0
752	35622	0	11644	0	0
25105	5954	0	0	16320	0
10371	43911	0	3622	0	0
0	10124	0	0	0	14698
14575	0	0	0	16042	0
0	0	31455	0	0	22954
0	27551	0	0	8942	0
29499	32654	0	0	0	0
0	37791	31922	0	0	0
30398	14664	0	21143	20872	0
0	3681	0	0	0	9946
0	393	0	0	0	55491
0	23178	0	0	0	25406
0	47532	43321	0	0	0
0	43882	0	20511	4176	0
0	0	38300	0	0	13657
0	10791	0	3722	9135	0
0	35083	0	0	16299	0
0	43306	48976	0	0	0
16438	0	0	6020	0	0
0	0	39350	0	0	9806
0	19631	0	0	8846	0
0	40649	0	0	0	45790
0	39762	0	26614	0	0
15207	11165	0	17439	0	0
0	0	34429	0	0	62152
0	0	35967	0	0	31837
29382	9256	0	10213	14046	10492
9011	37714	0	12219	2093	53273
30751	19279	0	23830	0	0
17037	0	0	0	27627	0
3375	0	0	25900	20575	0
10060	45724	0	21809	0	0
0	14392	51252	0	0	0
0	34128	6238	0	0	0
0	24993	0	23791	17180	0
2794	6496	0	15685	28921	0
0	13414	0	28442	0	0
0	21834	0	15126	17375	0
30179	21430	0	26556	0	0
31793	36297	0	11323	15884	0
13826	40263	0	26874	23522	0
0	0	0	0	2854	12835
0	123	4940	0	0	0
0	39532	0	0	8215	0
0	39531	0	0	8212	41660
23231	10548	0	5127	6966	0
11321	24555	0	18554	23946	0
0	0	45672	0	0	28395
0	0	34937	0	0	45641
0	5568	0	0	10620	0
16218	4414	0	7724	0	0
0	0	48831	0	0	5583
0	0	34493	0	0	9272
0	31711	0	0	26594	0
0	8570	36643	0	0	0
0	0	20574	0	0	14888
0	0	35539	0	0	52786
0	16861	0	12712	0	0
25754	13687	0	20956	11911	0
0	37151	0	21098	12860	0
9315	0	0	22722	0	0
9383	34008	0	18676	21164	0
0	0	0	26950	0	18170
0	6574	0	0	29178	0
0	34907	0	0	0	39497
14181	0	0	0	0	35978
12640	13987	0	7847	13388	13123
0	0	21827	0	0	20982
4979	7801	52362	17598	8184	12064
31976	0	27154	11504	0	0
30983	16973	0	14007	0	0
0	39062	0	0	22898	0
0	0	8249	0	0	4074
0	28280	32836	0	0	3352
0	17000	0	20083	0	0
11123	34351	0	0	0	0
0	0	4464	0	12665	0
0	12150	0	0	0	31331
0	11517	0	0	0	27865
0	0	36400	23207	0	0
9031	31397	0	21208	21920	0
0	0	16866	0	0	20531
0	0	41980	0	0	49536
11012	24867	0	0	0	0
17610	23644	0	0	14001	0
9049	28094	0	25478	25709	13737
0	21511	0	0	0	48018
0	0	0	0	18724	54763
15536	43745	1144	0	0	55198
0	7165	32011	0	0	1349
0	0	32551	0	0	48186
11504	0	0	16599	0	0
0	0	15882	0	12842	0
0	44820	0	0	0	51062
6158	0	0	0	2360	0
0	0	52332	0	0	52785
0	0	28144	0	21809	0
0	44903	0	0	0	21337
18318	34236	31144	0	0	0
0	0	31944	0	0	43696
0	28096	0	25477	25710	0
12183	24155	0	5965	0	0
0	0	9103	0	0	1724
22197	33554	0	0	0	0
20969	14813	0	15062	3535	0
9423	33051	0	5417	5143	0
0	8984	1830	0	0	53202
31590	27272	0	17610	9376	0
5299	11971	0	0	0	0
0	0	43813	0	0	3302
0	28097	0	25476	0	0
0	24338	0	27159	23062	0
0	0	31895	0	0	30570
0	0	29528	0	0	48937
27970	978	0	0	0	0
0	0	26721	0	0	31198
0	0	37445	0	0	25312
11296	30709	13507	23589	15193	24054
0	0	0	0	9831	23144
0	46636	0	0	0	15458
0	0	8393	0	0	2218
0	0	8392	0	0	2217
0	0	43747	0	0	3290
0	0	10078	2690	0	0
0	0	39872	6385	0	54667
0	15156	0	12554	0	0
0	22897	0	18553	23562	0
3138	33555	0	0	27964	0
0	287	0	0	14361	0
27855	38104	0	0	0	0
20914	32015	0	27784	20586	17959
10573	36312	0	25219	25020	6297
0	0	22992	0	0	33668
21239	17010	0	0	0	0
0	21092	22504	0	0	0
0	0	25076	24551	0	0
0	5977	0	0	0	37699
0	0	27972	0	0	3548
0	0	0	0	7403	22080
0	0	7895	0	0	35525
0	0	0	28034	23625	0
0	31072	0	0	0	13789
0	0	44771	0	0	57629
0	44159	7194	0	0	0
1866	4210	0	642	19930	0
7941	36555	0	23259	23665	0
0	10928	43319	0	0	0
24398	29995	0	12281	2796	39778
7697	45746	0	0	0	0
23496	5527	31533	1633	11276	42888
0	2146	0	8358	0	39275
15829	17830	32601	20325	12015	32120
31247	7962	7725	26514	19890	56552
0	38529	0	0	0	44490
10681	30861	0	20107	12145	0
0	20082	907	0	0	0
27444	15253	48701	8025	18120	0
24825	0	0	0	23146	0
0	8907	9	0	0	45497
25980	13720	0	0	0	0
0	0	17498	13358	0	44212
27095	6124	43463	0	3188	1059
3619	5935	0	0	2971	58783
13695	38220	0	18159	1463	0
4836	36522	0	18516	28551	0
0	12572	0	6207	8218	53826
6811	0	0	0	28292	0
0	44557	0	4765	0	0
18416	14805	0	0	0	32945
25138	1790	0	0	0	0
0	0	0	0	19563	59098
4156	47112	0	23355	24309	0
0	0	4081	0	11576	0
18123	14433	48857	19244	11962	9173
28174	46966	0	21442	20833	0
0	0	0	1641	0	4185
0	3097	0	11112	15612	56743
22201	14033	0	1786	20263	0
20189	47967	0	16994	28621	0
0	32450	0	0	0	50342
0	8679	0	0	0	56674
0	34616	18595	0	0	0
23476	16392	0	13139	0	0
8460	42117	42481	23013	0	1867
9188	32363	0	10989	13569	55630
0	18525	0	25260	18167	0
0	17351	0	26976	0	0
26299	25760	0	28445	23692	0
0	0	32888	0	21556	18329
0	0	32887	0	0	18328
0	0	46429	0	0	48483
0	6362	0	0	0	41082
5381	5675	0	0	0	0
12287	45117	5450	6555	5513	0
0	16585	0	0	293	0
21127	33223	0	15081	0	0
0	3892	0	0	0	10137
10554	12649	0	25795	28254	0
5789	22107	0	0	26785	0
0	0	47845	0	0	40727
21113	32310	0	5162	5377	0
4394	0	0	0	0	62219
0	0	48555	0	0	51674
0	0	19212	0	0	2873
0	45777	0	0	0	26814
0	0	0	20973	0	45949
0	0	35870	24023	0	0
0	43105	0	0	0	43762
0	43104	0	0	0	43761
15414	47462	0	23209	25843	55314
1488	42053	0	754	17030	0
11793	46481	0	16730	9579	0
0	0	11507	0	0	22582
0	21345	6761	0	0	0
0	21344	6760	0	0	0
0	0	46144	0	0	18116
8854	14546	0	1621	0	0
154	22228	0	2346	17039	0
0	30912	0	0	12853	0
0	0	29226	17604	0	0
19670	18218	52460	14403	0	0
28526	0	0	21797	0	0
0	0	46866	0	0	3935
0	0	10827	0	8542	0
0	3833	21315	0	0	0
0	0	52548	0	0	61979
2881	12566	0	12598	1947	27097
29497	15404	0	3513	6364	0
7721	22900	0	26580	19302	0
0	32679	0	16796	0	0
26652	42328	0	26084	23020	0
16848	1147	0	0	0	0
0	28690	0	0	0	28939
0	14728	0	0	0	33660
0	43503	0	0	0	6183
25415	0	12759	0	0	0
0	19347	0	0	47	0
10783	0	0	22832	3574	0
0	0	27733	0	0	16120
28357	26606	0	26178	19868	0
0	0	28828	0	0	37788
0	17801	0	0	0	42256
0	42147	31414	0	0	0
22857	28584	0	26117	24558	0
0	13758	46525	0	0	49209
0	0	39313	0	0	50873
0	0	0	0	15623	16430
0	20525	0	23528	0	0
28860	11923	0	26058	18568	0
0	22782	49624	0	0	0
0	4709	12171	0	0	0
16284	0	0	10308	1031	0
0	29376	0	0	0	23978
0	37939	0	0	0	20416
15162	39669	36320	24087	6092	12480
31787	21587	0	0	0	0
0	0	42	0	0	36738
0	36268	2524	0	0	0
0	22924	0	0	0	54322
0	39544	3833	0	0	0
17183	35898	0	20433	0	0
0	42777	0	0	0	50614
0	14734	31653	0	0	0
0	40120	0	0	22323	0
7091	0	0	0	18707	0
25040	18743	0	0	0	0
28010	0	0	9780	14738	0
0	0	27971	0	0	43011
0	32395	0	7880	0	55181
0	0	41694	0	0	61265
0	12141	0	0	0	49262
0	0	16123	0	0	20183
0	0	28817	0	0	31452
10008	4890	0	14911	16641	61366
2254	402	39711	2491	11024	47355
0	392	0	0	0	55493
0	18352	0	0	0	45118
0	0	52593	0	0	15543
0	19504	0	0	0	34274
0	45500	13175	0	0	12031
0	0	20027	0	0	147
1217	0	0	0	14565	0
0	27024	19389	0	19218	0
17660	0	0	0	29210	0
0	25807	0	0	0	12347
2016	13733	0	26079	0	0
0	9350	0	13708	0	0
0	0	13787	0	0	51528
7837	2711	0	2079	20542	0
17659	17159	0	0	0	0
0	36346	0	12345	0	0
0	0	0	0	15162	36658
0	38659	0	0	0	27823
7242	24314	0	0	0	0
7740	6570	0	25803	23059	0
0	22325	25793	0	0	0
0	19477	0	27348	0	8032
0	19291	17680	0	0	0
29054	0	0	0	0	6285
30432	47056	42254	16659	644	32527
7476	12467	0	2659	27960	0
0	4661	20573	0	0	54690
0	0	12094	0	0	45122
0	0	35174	0	0	36581
0	2739	0	0	0	48953
0	0	0	1400	11270	0
29843	0	0	13147	0	0
0	10616	31947	374	20571	4569
8620	23022	0	7806	19013	0
0	0	10793	0	0	12487
0	0	25366	0	0	58721
10001	40154	0	20994	0	0
0	0	26270	0	0	11061
0	40270	0	0	15422	0
12391	0	0	0	20591	0
0	29727	0	0	0	60546
0	36451	34442	0	0	0
0	36450	34441	0	0	0
0	33486	41388	0	0	0
0	33485	41387	0	0	0
3294	4786	0	19437	22130	0
0	25655	3518	0	0	0
9418	2653	43436	0	27704	31570
27304	20811	0	16291	1108	0
0	41102	45640	0	0	0
19829	10963	0	11326	14206	0
21823	3378	0	24170	19594	0
0	0	38738	0	0	25455
0	44025	0	21437	0	0
12790	28583	0	0	0	0
2126	11453	0	6790	5941	0
9165	33376	0	0	0	0
23085	0	0	0	0	5288
10406	30815	0	28115	28247	0
19286	490	0	0	0	0
0	0	49911	0	0	7111
0	0	16614	0	0	6477
0	24682	0	5173	8087	0
0	40611	23753	0	0	0
0	23205	0	0	0	22719
0	40230	0	0	0	7682
21361	31537	0	1456	10534	0
3543	0	18435	0	0	0
22403	19325	24100	0	20190	29384
1949	11747	0	0	17897	0
31800	0	0	0	6135	0
0	0	0	28397	0	21039
0	0	20297	0	0	59279
0	0	20296	0	0	59278
0	0	20295	0	0	59277
0	1221	26769	0	0	0
0	0	0	1413	16883	0
3368	9541	0	0	0	0
0	27652	30744	0	0	0
30580	0	31470	18570	0	0
0	0	26263	0	0	44129
0	30717	0	10699	0	0
11132	22421	0	7998	0	0
0	39059	20170	0	0	12562
0	40434	30878	15856	28949	32473
20185	6488	0	0	0	0
6788	0	0	6269	0	0
0	12097	41574	0	0	0
0	30490	5202	0	0	0
0	16227	0	0	22753	0
3415	8156	0	25015	0	0
13080	41584	0	0	19108	0
0	36790	47923	0	0	0
0	0	28891	0	0	57270
0	18884	0	0	0	59679
9268	0	0	28084	0	7078
0	24994	0	0	3365	0
25353	11164	27780	26800	20473	0
0	21343	6765	0	0	0
0	15479	0	0	0	17661
0	0	17347	0	0	45341
0	0	46816	0	0	21912
6102	32689	0	22446	4782	0
0	0	27218	0	0	54542
0	0	6051	0	0	626
0	17380	22638	0	0	0
0	19715	35264	0	0	0
8739	18076	0	16757	28711	0
0	0	5075	0	0	17759
0	9195	50966	0	0	0
10886	9510	0	19785	13009	39346
30007	4142	0	8743	0	0
0	15994	0	0	0	40270
24774	41947	0	1557	0	0
0	15628	0	0	0	22936
0	46066	52917	0	0	0
0	1220	0	0	0	1142
0	0	41691	0	0	25655
0	21252	0	11104	13962	0
0	36056	0	0	0	12443
0	0	0	11970	28178	0
22257	0	45227	0	0	0
0	0	0	18579	0	80
29	0	0	22705	0	0
14370	0	0	25951	0	0
8281	47094	0	20796	13085	0
0	28210	24875	0	0	0
4859	10707	0	1238	11012	0
5661	31066	0	26041	18997	0
0	0	46048	0	0	40636
26424	32280	0	0	25722	0
7148	11701	0	0	25026	0
0	6752	18565	0	0	26037
0	23967	32405	0	0	0
25120	29049	48521	3951	4971	60846
15980	6869	0	15840	1227	0
0	192	0	0	10661	0
1767	18251	5187	14926	3154	31048
0	0	50574	0	0	31789
0	42177	0	0	0	18757
0	10526	0	0	0	48032
27321	0	24737	0	0	0
0	26098	0	0	0	52036
0	47904	0	0	20610	0
23171	38998	0	9641	16089	0
22833	1530	0	0	0	0
0	0	0	0	2203	11810
0	1650	9834	0	0	0
0	0	33846	0	0	34724
0	0	40950	0	0	33406
0	0	40949	0	0	33405
6135	0	0	3786	0	0
12662	25751	0	23335	0	0
26550	15157	0	0	21179	60173
0	5021	0	0	0	50234
25639	0	0	0	1104	0
0	0	0	0	5504	44536
0	0	18913	0	0	43623
6461	12384	0	5008	7905	0
0	10988	27864	0	0	0
30914	15681	0	4099	0	0
30676	0	42554	0	0	0
0	0	0	1540	0	15510
0	0	50103	0	0	11246
11806	0	48540	0	10412	37507
0	0	0	25606	7922	0
0	0	22568	0	0	25116
0	0	30846	24777	0	0
19586	10520	0	17829	9689	0
0	0	39885	22854	0	0
0	0	28168	0	0	7279
12905	0	0	21499	19106	0
4064	22637	0	0	0	0
0	0	29245	0	0	50068
0	24579	0	0	9781	0
0	0	11296	0	0	56000
0	18028	9908	0	0	0
0	18026	9907	0	0	0
20759	22846	0	261	27062	0
0	0	22720	0	0	10258
28804	33618	0	21742	0	0
0	0	2471	0	0	14357
8765	40642	0	24328	19641	0
0	0	15603	0	0	40690
0	11525	0	0	10376	0
0	7514	0	0	0	57830
11678	33321	0	28243	19183	0
0	24173	0	0	0	17660
21465	0	0	0	17732	16495
5697	26364	0	0	0	0
10135	16633	7761	3033	27427	52707
0	0	17272	0	0	9324
0	18030	0	0	24394	0
0	33465	0	0	0	17671
6551	11791	0	0	0	0
0	42849	32504	0	0	0
0	0	7838	0	0	32942
27407	27735	0	0	0	0
0	43534	7698	0	0	59792
0	32385	0	7881	0	55182
0	1646	9833	0	0	0
0	0	25633	0	0	47435
0	7282	0	0	0	26941
0	0	42712	0	0	37358
0	0	42711	0	0	37357
0	37320	0	25163	0	49496
28643	0	0	0	4946	0
28797	37956	33925	6023	0	11031
0	10413	0	0	0	58095
0	0	34710	0	0	14227
0	0	34709	0	0	14226
638	3563	0	20924	21363	0
0	2372	0	0	0	50886
11881	36979	0	22397	24539	57520
27250	0	0	22771	0	0
0	26298	28182	0	0	0
0	36361	75	0	0	0
28790	28546	0	0	5964	0
0	10394	14784	0	0	0
25529	0	0	25035	62	0
0	0	38971	0	0	60083
0	7982	0	23327	20092	0
29027	18659	0	12362	0	0
0	16140	0	26664	0	0
30284	0	0	0	0	23079
22453	30419	0	5576	4578	0
0	5360	32851	0	0	0
0	5358	32850	0	0	0
0	5203	0	8230	0	0
0	0	9277	0	0	52007
31033	39773	0	16104	157	37492
0	0	47667	0	0	51661
15151	966	24261	0	0	0
0	43185	41520	0	0	0
0	0	16250	0	0	7846
0	40057	0	0	0	51499
0	18022	20605	0	0	0
0	18021	20604	0	0	0
0	29254	0	0	0	20098
0	22398	0	0	0	27426
0	0	37008	0	7023	0
0	39189	5013	0	0	0
0	29896	0	0	0	51323
0	0	0	8054	0	25048
32340	0	0	0	0	51088
0	0	0	26943	3696	0
29327	26165	31871	0	0	58091
26605	23541	0	25711	7452	7003
17634	11882	0	0	0	60858
0	0	24519	7898	0	0
0	37749	0	0	0	59520
0	37748	0	0	0	59519
0	0	31752	0	0	20359
8245	11051	0	0	0	0
10223	30257	0	0	0	0
1601	22617	0	0	15484	0
3873	0	0	21615	17986	19173
5152	27084	0	9741	15569	0
12753	0	0	7064	17009	0
0	45487	0	0	0	9040
0	23090	0	0	0	39520
3949	0	21080	0	12639	0
29923	0	0	0	0	55075
23389	21217	0	5407	0	0
0	6281	0	0	16072	0
0	23774	0	20815	0	0
0	0	47862	0	0	7655
0	0	31831	10535	0	0
20549	0	0	18781	0	0
4599	14227	0	0	2389	0
0	8193	28528	0	0	69
1097	0	40090	0	0	0
0	2639	0	6537	0	0
24354	27335	0	0	0	22467
26125	36351	47592	19271	11513	0
4820	5562	0	25372	20488	9620
0	22148	33114	0	0	712
0	0	34997	0	0	47885
0	17157	0	0	0	59353
7964	11538	26171	23693	25079	0
0	0	32286	0	11436	0
32401	3999	0	23030	24148	0
0	13538	27445	0	0	0
5765	27912	0	10249	13594	0
0	30513	34357	0	0	0
0	0	13774	7816	0	0
0	0	52303	0	0	7442
8414	39255	0	0	19929	0
0	7784	27678	0	0	7562
32041	0	0	25171	12747	21876
0	0	4965	0	785	7853
6710	41985	0	14207	22762	1948
1313	19167	0	3195	0	0
0	41176	0	0	0	11914
0	0	0	5770	13826	28899
677	0	0	0	23333	1121
0	0	0	12616	0	11167
0	2607	21073	0	0	2945
0	0	13813	0	0	6927
0	3519	43893	0	0	49813
8853	22985	0	0	0	3282
3212	17035	0	2676	11104	0
10269	15914	0	2642	19612	0
0	37501	18135	0	0	0
0	30067	34218	0	0	47086
30880	5597	0	0	0	0
0	29066	0	0	10462	0
0	44655	16523	0	0	0
0	0	0	11397	13649	0
0	30958	0	20263	0	0
0	19588	0	0	23113	0
6782	35637	0	0	0	0
8025	8170	0	0	0	0
0	14372	0	0	7420	0
0	25740	0	0	0	6000
0	0	5644	0	0	52821
0	25584	0	0	0	37527
26576	11135	34933	9303	15716	57858
0	12238	0	0	0	14045
0	19278	0	23831	0	0
0	22114	74	0	0	0
0	40262	0	0	0	46421
0	23878	0	0	0	55227
0	13736	0	0	0	14768
0	0	0	0	21059	30646
29458	14913	35286	5178	0	3263
30868	24974	0	6353	8952	0
0	42302	0	18853	0	11895
0	0	39476	0	0	34015
0	19018	0	22556	0	0
0	41121	21006	0	0	0
28420	15967	0	17616	7700	0
9560	41670	0	23003	0	0
22810	1767	38248	9586	13327	0
0	46017	46802	0	0	0
0	0	52965	0	0	4520
6186	0	0	0	25088	0
19496	0	0	27029	18746	0
0	37747	28385	0	0	59517
14371	22597	0	0	0	0
0	41697	0	0	27402	0
0	20499	0	25020	0	0
7002	11833	0	24896	17815	0
3800	15303	48702	23867	18122	0
20417	0	0	0	19911	0
0	8727	0	0	0	45552
8797	0	0	0	7439	0
7983	26123	27323	10774	13170	0
0	0	0	278	0	29823
0	0	0	5243	7590	0
5302	35595	0	20331	12470	0
0	0	40086	0	0	34193
16016	0	0	0	0	9875
15781	33390	0	15788	0	0
0	0	50230	0	0	59015
0	0	25962	0	0	31024
0	35492	0	0	0	60721
0	0	51569	0	0	15381
0	33048	50044	0	0	0
18550	8125	0	19237	12857	0
0	0	0	23557	0	42644
25348	0	0	8035	14687	28670
0	33487	41386	0	0	0
16979	373	0	13833	3117	0
3775	0	0	19607	0	26673
0	0	31990	0	0	28537
0	0	49356	0	0	51958
0	0	7713	0	0	2436
5452	0	0	5083	0	0
0	0	0	0	25226	5387
0	0	0	23293	12579	0
0	37573	0	0	27365	0
0	0	30044	25503	0	0
15259	19755	0	25309	23471	0
17084	18671	23707	15875	624	9599
0	0	41135	0	0	38453
0	7582	0	4980	7009	61769
30451	0	0	17007	0	0
0	17178	0	0	0	41576
0	9380	0	0	0	53466
0	27579	0	0	0	27655
15387	35563	0	10159	23592	0
0	12205	1106	0	0	0
0	2692	0	691	0	0
0	0	40876	0	0	27066
0	0	22660	0	0	55757
0	9778	0	0	0	47012
0	0	8055	0	0	907
0	24828	0	23185	0	0
0	16299	13038	0	0	30366
0	12569	0	6209	8219	53827
0	0	0	0	10716	45971
11529	38850	0	23744	24269	55067
28120	34892	0	17069	9624	0
0	23890	0	0	0	51093
0	33909	28603	0	0	57175
30833	0	13447	0	0	13864
23704	4519	0	16598	582	0
0	34875	23960	0	0	0
0	2375	0	0	0	29594
3354	26916	0	10759	14746	0
0	0	31496	0	0	11207
24095	0	0	0	25077	0
0	28202	0	8471	14950	0
0	33478	0	0	0	11830
0	0	30394	0	0	8292
0	43681	12625	0	0	0
0	2825	43318	0	0	0
0	26575	0	0	0	55455
27392	31006	0	26821	0	0
25676	20276	0	16345	9720	0
0	45115	0	6554	0	0
0	45114	0	6553	0	0
0	14390	51254	0	0	0
0	14389	51253	0	0	0
