query_id;Ath_vs_Alyr_subject_id;Ath_vs_Alyr_dN;Ath_vs_Alyr_dS;Ath_vs_Alyr_dNdS;Ath_vs_Bdist_subject_id;Ath_vs_Bdist_dN;Ath_vs_Bdist_dS;Ath_vs_Bdist_dNdS;Ath_vs_Crub_subject_id;Ath_vs_Crub_dN;Ath_vs_Crub_dS;Ath_vs_Crub_dNdS;Ath_vs_Esals_subject_id;Ath_vs_Esals_dN;Ath_vs_Esals_dS;Ath_vs_Esals_dNdS;Ath_vs_Mtrunc_subject_id;Ath_vs_Mtrunc_dN;Ath_vs_Mtrunc_dS;Ath_vs_Mtrunc_dNdS;Ath_vs_Thassl_subject_id;Ath_vs_Thassl_dN;Ath_vs_Thassl_dS;Ath_vs_Thassl_dNdS;Ath_vs_Pabies_subject_id;Ath_vs_Pabies_dN;Ath_vs_Pabies_dS;Ath_vs_Pabies_dNdS
AT4G39520.1.1;943928;0.001855;0.09951;0.01864;Bradi1g20620.1;0.06446;1.544;0.04174;Carubv10005082m;0.005274;0.2384;0.02213;Thhalv10025515m;0.01371;0.2747;0.04991;Medtr3g094880.1;0.03577;1.648;0.0217;MA_115530g0010;0.03185;3.193;0.009975;lcl|NW_010966933.1_cds_XP_010555339.1_29098;0.03575;0.6215;0.05753
AT4G39620.1.1;490741;0.08518;0.2508;0.3396;Bradi3g59120.1;0.3672;NA;NA;Carubv10004648m;0.0387;0.2267;0.1707;Thhalv10024997m;0.04847;0.35;0.1385;Medtr8g091670.1;0.2605;1.803;0.1445;MA_12518g0010;0.3457;2.485;0.1391;lcl|NW_010963495.1_cds_XP_010531412.1_7809;0.1343;0.8781;0.1529
AT4G39660.1.1;490746;0.01661;0.1578;0.1053;Bradi1g73120.1;0.1396;2.166;0.06446;Carubv10004718m;0.02231;0.2518;0.0886;Thhalv10025073m;0.03167;0.3345;0.09468;Medtr8g091660.1;0.1024;1.439;0.07113;MA_10437078g0010;0.1718;NA;NA;lcl|NW_010963495.1_cds_XP_010531408.1_7805;0.06586;0.739;0.08912
AT4G39680.2.1;943964;0.02838;0.08996;0.3155;Bradi1g61000.1;0.4334;NA;NA;Carubv10004348m;0.07893;0.1878;0.4204;Thhalv10024660m;0.08793;0.2585;0.3402;Medtr3g087830.2;0.3991;1.401;0.2848;MA_7197g0010;0.6988;NA;NA;lcl|NW_010963495.1_cds_XP_010531401.1_7799;0.2063;0.6055;0.3407
AT4G39690.1.1;490751;0.03274;0.08669;0.3776;Bradi5g23320.1;0.4243;2.438;0.174;Carubv10004276m;0.05954;0.212;0.2808;Thhalv10024641m;0.08943;0.2714;0.3295;Medtr8g091480.1;0.4053;2.429;0.1669;MA_38665g0010;0.5243;NA;NA;lcl|NW_010963495.1_cds_XP_010531399.1_7793;0.1919;0.644;0.2979
AT4G39700.1.1;888192;0.005665;0.06908;0.082;Bradi1g20690.1;0.2772;0.8142;0.3405;Carubv10006258m;0.009596;0.3205;0.02994;Thhalv10026454m;0.02276;0.2805;0.08114;Medtr3g087770.1;0.1655;0.8603;0.1924;MA_54284g0010;0.2;1.945;0.1028;lcl|NW_010966933.1_cds_XP_010555349.1_29106;0.1008;0.6897;0.1461
AT4G39740.1.1;490756;0.03489;0.1344;0.2597;Bradi4g29060.9;0.4402;2.707;0.1626;Carubv10005461m;0.06386;0.2135;0.2991;Thhalv10025949m;0.08069;0.3395;0.2377;Medtr8g090295.1;0.2684;2.184;0.1229;MA_32216g0010;0.2856;1.48;0.1929;lcl|NW_010971389.1_cds_XP_010526646.1_39892;0.1915;1.082;0.177
AT4G39840.1.1;490769;0.01349;0.117;0.1152;Bradi3g35640.1;0.6159;NA;NA;Carubv10004748m;0.03116;0.2064;0.151;Thhalv10026765m;0.05215;0.3752;0.139;Medtr3g087360.1;0.2942;1.511;0.1947;MA_140235g0010;0.4979;NA;NA;lcl|NW_010963495.1_cds_XP_010531382.1_7779;0.1388;0.8599;0.1614
AT4G39870.2.1;490773;0.02224;0.1291;0.1723;Bradi3g58800.3;0.3787;2.439;0.1552;Carubv10005018m;0.04876;0.2566;0.19;Thhalv10024527m;0.03602;0.2547;0.1414;Medtr3g087230.2;0.3788;2.412;0.157;MA_119282g0010;0.2965;1.348;0.22;lcl|NW_010966933.1_cds_XP_010555364.1_29120;0.1331;0.747;0.1781
AT4G39920.1.1;943995;0.02467;0.1435;0.172;Bradi3g45860.1;0.4496;NA;NA;Carubv10005145m;0.04739;0.2379;0.1992;Thhalv10025595m;0.07323;0.5129;0.1428;Medtr8g090180.1;0.2952;1.707;0.1729;MA_10437089g0010;0.4413;NA;NA;lcl|NW_010963495.1_cds_XP_010531371.1_7768;0.1295;0.8862;0.1461
AT4G39970.1.1;944002;0.01291;0.1021;0.1264;Bradi3g38777.1;0.2416;3.388;0.0713;Carubv10007241m;0.02719;0.3061;0.08885;Thhalv10025764m;0.05164;0.322;0.1604;Medtr8g090025.1;0.1859;2.693;0.06903;MA_137202g0010;0.268;NA;NA;lcl|NW_010963495.1_cds_XP_010531366.1_7763;0.127;0.9268;0.137
AT4G40042.1.1;353015;0.02394;0.218;0.1098;Bradi4g07870.1;0.2936;NA;NA;Carubv10006125m;0.02508;0.229;0.1095;Thhalv10027263m;0.04567;0.3978;0.1148;Medtr3g085510.1;0.1777;NA;NA;MA_3293646g0010;0.3315;1.693;0.1958;lcl|NW_010966933.1_cds_XP_010555384.1_29139;0.1151;1.759;0.06544
AT4G40045.1.1;353016;0.03002;0.1391;0.2158;Bradi4g40364.1;0.6431;NA;NA;Carubv10005993m;0.09771;0.3073;0.318;Thhalv10026523m;0.09573;0.5305;0.1805;Medtr1g050700.1;0.5348;1.809;0.2956;MA_136668g0010;0.5359;0.9965;0.5377;lcl|NW_010966933.1_cds_XP_010555395.1_29133;0.2301;0.9279;0.248
AT4G40050.1.1;490794;0.02803;0.1829;0.1533;Bradi4g32790.1;0.3734;3.251;0.1149;Carubv10004417m;0.03806;0.2444;0.1558;Thhalv10024726m;0.06021;0.329;0.183;Medtr8g089935.1;0.2598;1.309;0.1985;MA_10433444g0010;0.4508;NA;NA;lcl|NW_010966933.1_cds_XP_010555378.1_29149;0.1606;0.8431;0.1905
AT5G01020.1.1;486868;0.00321;0.08709;0.03686;Bradi4g44140.1;0.1297;NA;NA;Carubv10012732m;0.007414;0.19;0.03901;Thhalv10013688m;0.006382;0.2206;0.02893;Medtr7g074610.1;0.1027;1.228;0.08361;MA_72615g0010;0.24;NA;NA;lcl|NW_010966881.1_cds_XP_010553184.1_27146;0.0286;0.6206;0.04609
AT5G01090.1.1;939568;0.03419;0.1474;0.2319;Bradi1g59820.1;0.8459;NA;NA;Carubv10001288m;0.08556;0.2505;0.3415;Thhalv10013972m;0.1056;0.298;0.3544;Medtr4g019080.1;0.4913;1.308;0.3756;MA_537118g0010;0.5975;NA;NA;lcl|NW_010967707.1_cds_XP_010558351.1_31947;0.2141;0.796;0.2689
AT5G01160.2.1;939840;0.06701;0.2027;0.3306;Bradi3g29854.1;0.4328;NA;NA;Carubv10001245m;0.0427;0.3336;0.128;Thhalv10014073m;0.06341;0.4074;0.1556;Medtr7g066710.1;0.346;1.947;0.1777;MA_134875g0010;0.3694;NA;NA;lcl|NW_010967707.1_cds_XP_010558353.1_31949;0.1817;0.9939;0.1828
AT5G01220.1.1;892092;0.01432;0.1363;0.105;Bradi1g59860.1;0.1915;2.492;0.07685;Carubv10000742m;0.0348;0.2262;0.1538;Thhalv10013276m;0.05162;0.2802;0.1842;Medtr7g067340.1;0.1828;2.11;0.08661;MA_60607g0010;0.2831;NA;NA;lcl|NW_010966881.1_cds_XP_010553086.1_27059;0.09269;0.7755;0.1195
AT5G01230.1.1;486954;0.004501;0.1203;0.0374;Bradi1g34537.1;0.07049;3.885;0.01814;Carubv10001529m;0.007424;0.1997;0.03717;Thhalv10014175m;0.02494;0.2732;0.0913;Medtr2g013490.1;0.04489;1.713;0.0262;MA_6118895g0010;0.2245;NA;NA;lcl|NW_010967707.1_cds_XP_010558364.1_31959;0.03729;0.8299;0.04493
AT5G01300.1.1;892083;0.03136;0.1214;0.2583;Bradi2g22660.1;0.3204;1.876;0.1708;Carubv10002813m;0.05597;0.4812;0.1163;Thhalv10014869m;0.09819;0.492;0.1996;Medtr4g017650.1;0.2145;2.008;0.1068;MA_194736g0010;0.3608;NA;NA;lcl|NW_010965775.1_cds_XP_010543217.1_18261;0.1396;1.13;0.1235
AT5G01310.1.1;486946;0.03765;0.152;0.2476;Bradi1g65450.1;0.3394;NA;NA;Carubv10000351m;0.05445;0.2299;0.2369;Thhalv10012562m;0.07092;0.3323;0.2134;Medtr1g024820.1;0.2816;1.962;0.1435;MA_748489g0010;0.3634;2.263;0.1606;lcl|NW_010965775.1_cds_XP_010543882.1_18260;0.1562;0.809;0.1931
AT5G01340.1.1;349470;0.009845;0.1672;0.05886;Bradi1g65510.1;0.1284;3.452;0.0372;Carubv10001516m;0.02706;0.2872;0.09421;Thhalv10014166m;0.03255;0.4146;0.0785;Medtr4g057850.3;0.1346;2.437;0.05524;MA_1055776g0010;0.1758;1.117;0.1574;lcl|NW_010966881.1_cds_XP_010553112.1_27076;0.07996;1.19;0.06716
AT5G01410.2.1;939527;0;0.09647;0;Bradi1g59870.1;0.1043;1.328;0.07853;Carubv10001526m;0.003598;0.3244;0.01109;Thhalv10014179m;0.00408;0.3597;0.01134;Medtr2g017520.1;0.05393;1.441;0.03743;MA_10426564g0030;0.1039;NA;NA;lcl|NW_010966881.1_cds_XP_010553115.1_27085;0.01891;1.187;0.01593
AT5G01430.2.1;486933;0.003382;0.09783;0.03457;Bradi1g70600.1;0.1088;1.908;0.05703;Carubv10002220m;0.006854;0.2652;0.02585;Thhalv10015462m;0.02856;0.3449;0.0828;Medtr5g089500.1;0.08828;2.03;0.04348;MA_97641g0010;0.248;NA;NA;lcl|NW_010970490.1_cds_XP_010524374.1_37834;0.04049;0.7242;0.05591
AT5G01460.1.1;939518;0.003361;0.05384;0.06243;Bradi1g49650.1;0.1289;1.907;0.06756;Carubv10000756m;0.00705;0.1497;0.04709;Thhalv10013023m;0.007566;0.3117;0.02427;Medtr7g068440.1;0.0864;1.384;0.06241;MA_10078g0020;0.1704;1.206;0.1413;lcl|NW_010965775.1_cds_XP_010543204.1_18249;0.02525;0.5452;0.04631
AT5G01510.1.1;939512;0.02219;0.07296;0.3041;Bradi2g02740.3;0.3097;2.812;0.1101;Carubv10000748m;0.04519;0.2329;0.1941;Thhalv10013293m;0.05191;0.2493;0.2082;Medtr7g068310.1;0.2776;1.307;0.2124;MA_8747655g0010;0.2856;1.492;0.1915;lcl|NW_010966881.1_cds_XP_010553119.1_27088;0.1539;0.634;0.2427
AT5G01630.1.1;486909;0.0315;0.09192;0.3427;Bradi2g03990.25;0.4965;3.057;0.1625;Carubv10003335m;0.06438;0.2155;0.2988;Thhalv10012491m;0.08059;0.2221;0.3629;Medtr3g083250.1;0.4362;1.725;0.2529;MA_10148084g0010;0.4285;NA;NA;lcl|NW_010965775.1_cds_XP_010543178.1_18229;0.2084;0.6239;0.334
AT5G01650.1.1;486907;0.01158;0.133;0.08709;Bradi4g44790.3;0.1258;0.8275;0.152;Carubv10002591m;0.01071;0.4359;0.02458;Thhalv10015051m;0.03768;0.2175;0.1732;Medtr4g014040.1;0.08861;1.059;0.08371;MA_10302242g0010;0.2838;NA;NA;lcl|NW_010965775.1_cds_XP_010543182.1_18226;0.05907;0.6977;0.08467
AT5G01710.1.1;486898;0.01536;0.17;0.09036;Bradi1g16730.1;0.4018;NA;NA;Carubv10003115m;0.02467;0.3046;0.08099;Thhalv10015877m;0.02956;0.4006;0.07377;Medtr4g013290.1;0.2179;1.534;0.1421;MA_10426818g0010;0.6087;NA;NA;lcl|NW_010966881.1_cds_XP_010553127.1_27095;0.0966;0.8163;0.1183
AT5G01720.1.1;486896;0.01696;0.1756;0.09658;Bradi4g44760.1;0.4016;2.376;0.169;Carubv10000400m;0.04402;0.3361;0.131;Thhalv10012898m;0.07324;0.4369;0.1676;Medtr4g013255.1;0.2881;2.601;0.1108;MA_10428924g0010;0.4819;NA;NA;lcl|NW_010967707.1_cds_XP_010558389.1_31988;0.1287;0.9006;0.1429
AT5G01750.2.1;486891;0.02962;0.1696;0.1746;Bradi1g53710.1;0.3601;NA;NA;Carubv10001936m;0.03662;0.3975;0.09212;Thhalv10014621m;0.05766;0.4752;0.1213;Medtr7g072140.1;0.318;NA;NA;MA_10426211g0020;0.4388;2.34;0.1875;lcl|NW_010966881.1_cds_XP_010553137.1_27101;0.1282;1.053;0.1217
AT5G01920.2.1;939468;0.0286;0.1325;0.2158;Bradi2g22210.1;0.2806;NA;NA;Carubv10012725m;0.02901;0.2887;0.1005;Thhalv10013451m;0.05586;0.4262;0.131;Medtr7g073530.1;0.2247;1.568;0.1432;MA_10428389g0010;0.2804;2.112;0.1328;lcl|NW_010966881.1_cds_XP_010553160.1_27124;0.1328;0.847;0.1568
AT5G01930.1.1;349416;0.007774;0.08746;0.08888;Bradi4g44336.1;0.3646;1.381;0.2641;Carubv10012718m;0.02094;0.2502;0.0837;Thhalv10013730m;0.01677;0.2126;0.07886;Medtr7g073550.1;0.2128;2.517;0.08455;MA_6558g0010;0.2532;2.903;0.08721;lcl|NW_010965775.1_cds_XP_010543149.1_18206;0.1226;0.88;0.1393
AT5G01960.1.1;892011;0.01793;0.1132;0.1584;Bradi2g04197.3;0.2291;NA;NA;Carubv10012719m;0.05561;0.2713;0.205;Thhalv10013616m;0.03723;0.2858;0.1303;Medtr7g074140.1;0.1688;NA;NA;MA_10425822g0010;0.156;3.241;0.04812;lcl|NW_010965775.1_cds_XP_010543138.1_18189;0.1115;0.767;0.1453
AT5G01980.1.1;486871;0.03111;0.10780000000000001;0.2885;Bradi4g44277.3;0.5962;NA;NA;Carubv10012728m;0.06641;0.21;0.3162;Thhalv10015834m;0.07851;0.2182;0.3598;Medtr7g074170.2;0.3386;1.889;0.1793;MA_9328282g0010;0.5068;3.288;0.1541;lcl|NW_010966881.1_cds_XP_010553178.1_27142;0.1831;0.7761;0.236
AT5G01990.1.1;486870;0.01226;0.1151;0.1065;Bradi2g53360.7;0.2452;NA;NA;Carubv10016338m;0.02283;0.2047;0.1115;Thhalv10013614m;0.02978;0.3286;0.09061;Medtr7g074190.1;0.1418;1.841;0.07701;MA_50550g0010;0.2113;NA;NA;lcl|NW_010965775.1_cds_XP_010543136.1_18185;0.09019;0.7334;0.123
AT5G02010.1.1;486978;0.01119;0.09641;0.1161;Bradi2g54980.1;0.3177;NA;NA;Carubv10000622m;0.02217;0.2327;0.09524;Thhalv10013145m;0.03282;0.2388;0.1374;Medtr7g065220.1;0.2438;NA;NA;MA_66695g0010;0.3474;NA;NA;lcl|NW_010966881.1_cds_XP_010553054.1_27028;0.1211;0.9162;0.1322
AT5G02020.1.1;939577;0.04522;0.1653;0.2736;Bradi1g59790.1;0.5711;1.563;0.3653;Carubv10002196m;0.04452;0.1676;0.2656;Thhalv10014930m;0.0806;0.2721;0.2962;Medtr7g065150.5;0.2986;1.109;0.2692;MA_139155g0010;0.6044;NA;NA;lcl|NW_010967707.1_cds_XP_010558345.1_31942;0.1795;0.96;0.187
AT5G02120.1.1;939588;0.04169;0.2381;0.175;Bradi4g07440.3;0.3307;1.529;0.2162;Carubv10002300m;0.05175;0.4491;0.1152;Thhalv10015070m;0.08647;0.3624;0.2386;Medtr7g062970.1;0.2781;2.383;0.1167;MA_10117352g0010;0.3517;1.502;0.2342;lcl|NW_010965775.1_cds_XP_010543278.1_18324;0.1578;0.7963;0.1982
AT5G02160.1.1;939592;0.01487;0.09038;0.1646;Bradi2g39200.1;0.2741;NA;NA;Carubv10002245m;0.03037;0.3435;0.08841;Thhalv10014990m;0.05459;0.4475;0.122;Medtr7g062470.1;0.198;1.356;0.146;MA_1640g0010;0.2764;1.679;0.1646;lcl|NW_010965775.1_cds_XP_010543281.1_18328;0.1778;0.9341;0.1903
AT5G02250.1.1;487003;0.0155;0.1158;0.1338;Bradi2g37760.1;0.2978;2.448;0.1217;Carubv10002465m;0.03088;0.1742;0.1773;Thhalv10012718m;0.04279;0.2558;0.1673;Medtr4g021750.1;0.2347;1.486;0.1579;MA_10437077g0010;0.32;2.713;0.1179;lcl|NW_010965775.1_cds_XP_010543298.1_18343;0.1084;0.6076;0.1784
AT5G02270.1.1;349529;0.003732;0.1383;0.02698;Bradi1g64110.1;0.1189;1.456;0.0817;Carubv10001437m;0.004113;0.2567;0.01602;Thhalv10014095m;0.01647;0.2958;0.05569;Medtr1g084720.1;0.1027;1.357;0.07565;MA_10334900g0010;0.4623;1.644;0.2812;lcl|NW_010967707.1_cds_XP_010558330.1_31927;0.05316;0.9637;0.05516
AT5G02280.1.1;939607;0;0.1042;0;Bradi1g56290.1;0.113;0.8264;0.1367;Carubv10002217m;0.002802;0.1481;0.01893;Thhalv10022901m;0;0.1991;0;Medtr8g103680.1;0.07167;1.622;0.04418;MA_10433849g0020;0.1565;NA;NA;lcl|NW_010967707.1_cds_XP_010558325.1_31926;0.0335;0.7431;0.04509
AT5G02310.3.1;487009;0.03989;0.07555;0.528;Bradi2g03180.2;0.4912;NA;NA;Carubv10000023m;0.05818;0.1355;0.4293;Thhalv10012411m;0.08403;0.1979;0.4245;Medtr7g061540.3;0.3886;1.667;0.2331;MA_767141g0010;0.5063;NA;NA;lcl|NW_010965775.1_cds_XP_010543302.1_18347;0.1873;0.5889;0.318
AT5G02370.1.1;487012;0.05633;0.1905;0.2958;Bradi2g23290.1;0.368;NA;NA;Carubv10003495m;0.0527;0.1934;0.2725;Thhalv10012980m;0.0697;0.3237;0.2153;Medtr7g061020.1;0.3164;1.678;0.1885;MA_64432g0010;0.4286;NA;NA;lcl|NW_010965775.1_cds_XP_010543306.1_18349;0.1719;0.7626;0.2254
AT5G02610.1.1;487040;0.007319;0.07913;0.09249;Bradi5g07170.1;0.06628;2.816;0.02354;Carubv10002265m;0;0.3146;0;Thhalv10015031m;0.01963;0.2631;0.07461;Medtr4g062410.1;0.1031;1.111;0.09272;MA_10429159g0020;0.08602;1.776;0.04843;lcl|NW_010966881.1_cds_XP_010553026.1_27000;0.0316;0.6332;0.0499
AT5G02640.1.1;487043;0.02516;0.2117;0.1189;Bradi2g37610.1;0.3792;NA;NA;Carubv10002150m;0.05669;0.3124;0.1815;Thhalv10014890m;0.1057;0.5147;0.2054;Medtr1g067350.1;0.3128;NA;NA;MA_11193g0010;0.4978;NA;NA;lcl|NW_010967707.1_cds_XP_010558305.1_31905;0.2341;0.9878;0.237
AT5G02710.3.1;487044;0.03432;0.1742;0.197;Bradi1g61764.2;0.4694;NA;NA;Carubv10001955m;0.05713;0.3273;0.1746;Thhalv10014815m;0.09333;0.4298;0.2171;Medtr1g067330.1;0.3595;NA;NA;MA_2661g0010;0.5849;NA;NA;lcl|NW_010965775.1_cds_XP_010543342.1_18383;0.1759;1.359;0.1294
AT5G02740.1.1;487048;0.02021;0.09587;0.2108;Bradi1g66040.1;0.6761;NA;NA;Carubv10001888m;0.04269;0.1862;0.2292;Thhalv10014568m;0.119;0.2565;0.4638;Medtr6g023885.1;0.5682;3.068;0.1852;MA_21319g0010;0.4649;1.943;0.2392;lcl|NW_010967707.1_cds_XP_010558298.1_31899;0.3065;0.7453;0.4112
AT5G02770.1.1;487051;0.02506;0.1104;0.227;Bradi1g66010.1;0.484;NA;NA;Carubv10001940m;0.07671;0.2903;0.2643;Thhalv10014656m;0.08411;0.3343;0.2516;Medtr7g100260.1;0.4307;1.609;0.2677;MA_140044g0010;0.4741;2.321;0.2043;lcl|NW_010966881.1_cds_XP_010553020.1_26995;0.2542;0.6605;0.3849
AT5G02810.1.1;939656;0.01664;0.1241;0.134;Bradi1g65910.5;0.4288;2.993;0.1433;Carubv10000314m;0.03544;0.1818;0.1949;Thhalv10012789m;0.05302;0.2542;0.2086;Medtr1g067110.7;0.3076;1.586;0.1939;MA_124244g0020;0.4153;NA;NA;lcl|NW_010965775.1_cds_XP_010543357.1_18399;0.1712;0.6673;0.2566
AT5G02820.1.1;487058;0;0.1589;0;Bradi1g65870.1;0.2204;NA;NA;Carubv10001024m;0.007631;0.2072;0.03683;Thhalv10015802m;0.01555;0.328;0.04741;Medtr1g067040.1;0.0975;1.504;0.06481;MA_42083g0010;0.1402;2.788;0.05029;lcl|NW_010965775.1_cds_XP_010543361.1_18402;0.04677;0.8421;0.05554
AT5G02830.1.1;932895;0.06065;0.2833;0.2141;Bradi1g65860.1;0.4754;2.245;0.2118;Carubv10000200m;0.02924;0.1608;0.1818;Thhalv10012667m;0.05025;0.2532;0.1984;Medtr7g100550.1;0.3479;1.639;0.2122;MA_8703192g0010;0.3525;1.91;0.1846;lcl|NW_010967707.1_cds_XP_010558288.1_31889;0.152;0.5659;0.2685
AT5G02850.1.1;487063;0.01492;0.1393;0.1072;Bradi4g36570.1;0.3836;NA;NA;Carubv10001011m;0.01988;0.3041;0.06537;Thhalv10013588m;0.04966;0.3691;0.1345;Medtr8g075790.2;0.2183;NA;NA;MA_10430338g0010;0.4026;NA;NA;lcl|NW_010966881.1_cds_XP_010553019.1_26993;0.09677;1.051;0.0921
AT5G02860.5.1;487064;0.009823;0.1319;0.07447;Bradi1g22890.2;0.3376;NA;NA;Carubv10000239m;0.01817;0.1813;0.1002;Thhalv10022557m;0.04252;0.5294;0.08032;Medtr3g053350.2;0.2667;1.629;0.1637;MA_96691g0010;0.3468;2.709;0.128;lcl|NW_010963495.1_cds_XP_010530718.1_7155;0.1137;0.7515;0.1513
AT5G02960.1.1;487072;0;0.05455;0;Bradi2g54210.1;0.0405;0.8186;0.04948;Carubv10015571m;0.0123;0.5013;0.02453;Thhalv10021720m;0.007596;0.4895;0.01552;Medtr7g100720.1;0.02221;0.9211;0.02412;MA_9043057g0010;0.04402;1.252;0.03514;lcl|NW_010968505.1_cds_XP_010520131.1_34076;0.03458;0.6369;0.0543
AT5G02970.1.1;487073;0.01782;0.1291;0.1381;Bradi1g65700.1;0.348;1.871;0.186;Carubv10000728m;0.03739;0.2718;0.1375;Thhalv10013252m;0.04437;0.3277;0.1354;Medtr7g100780.1;0.3421;1.721;0.1988;MA_97201g0010;0.3486;NA;NA;lcl|NW_010965775.1_cds_XP_010543374.1_18415;0.1304;0.7414;0.1759
AT5G03070.1.1;487080;0.01552;0.1601;0.09695;Bradi2g00320.1;0.2709;2.961;0.09149;Carubv10002864m;0.03031;0.2055;0.1475;Thhalv10013263m;0.02757;0.2447;0.1126;Medtr1g066760.1;0.1815;1.262;0.1439;MA_10433295g0010;0.3926;NA;NA;lcl|NW_010965775.1_cds_XP_010543379.1_18420;0.08628;0.6451;0.1337
AT5G03080.1.1;939686;0.01181;0.1859;0.06351;Bradi1g65657.1;0.2123;2.726;0.07785;Carubv10001899m;0.008639;0.2803;0.03082;Thhalv10014320m;0.03107;0.5854;0.05307;Medtr1g066770.1;0.2009;1.152;0.1744;MA_10204781g0010;0.2393;2.37;0.101;lcl|NW_010966881.1_cds_XP_010553010.1_26985;0.09075;1.125;0.08069
AT5G03160.1.1;939693;0.01167;0.1105;0.1056;Bradi2g62730.1;0.1995;NA;NA;Carubv10000846m;0.02031;0.2547;0.07975;Thhalv10013408m;0.02696;0.2985;0.09031;Medtr7g101070.1;0.1649;1.318;0.1251;MA_218803g0010;0.188;1.932;0.09728;lcl|NW_010965775.1_cds_XP_010543389.1_18429;0.08495;0.7545;0.1126
AT5G03170.1.1;487087;0.02358;0.1368;0.1724;Bradi2g00220.1;0.3915;NA;NA;Carubv10002835m;0.02923;0.3245;0.09009;Thhalv10015384m;0.04496;0.3573;0.1258;Medtr7g101080.1;0.3431;2.144;0.16;MA_59950g0010;0.6364;3.439;0.1851;lcl|NW_010967707.1_cds_XP_010558264.1_31866;0.134;1.29;0.1039
AT5G03280.1.1;487099;0.01139;0.1075;0.106;Bradi4g08380.1;0.559;1.944;0.2875;Carubv10003909m;0.02746;0.219;0.1254;Thhalv10012456m;0.03423;0.2542;0.1347;Medtr0041s0030.2;0.36;2.711;0.1328;MA_17425g0010;0.598;NA;NA;lcl|NW_010967707.1_cds_XP_010558161.1_31770;0.1359;0.8455;0.1608
AT5G03300.1.1;939709;0;0.07047;0;Bradi3g49230.1;0.1043;1.308;0.07973;Carubv10001331m;0.004863;0.1216;0.04;Thhalv10014008m;0.01118;0.1941;0.0576;Medtr4g461070.1;0.0966;1.38;0.06998;MA_255g0010;0.1575;2.552;0.06171;lcl|NW_010965775.1_cds_XP_010543403.1_18442;0.0442;0.5897;0.07495
AT5G03340.1.1;939714;0.00761;0.1003;0.07587;Bradi1g74916.1;0.04994;2.011;0.02483;Carubv10000247m;0.009678;0.1855;0.05218;Thhalv10012714m;0.01259;0.3005;0.04191;Medtr1g063380.1;0.03726;1.532;0.02433;MA_270699g0010;0.08278;NA;NA;lcl|NW_010966881.1_cds_XP_010553004.1_26979;0.0241;0.7515;0.03207
AT5G03345.1.1;487108;0.01635;0.1772;0.09228;Bradi4g04370.2;0.2579;1.189;0.2169;Carubv10002315m;0.02311;0.2128;0.1086;Thhalv10015093m;0.03741;0.359;0.1042;Medtr7g101880.1;0.2068;NA;NA;MA_117528g0010;0.2725;NA;NA;lcl|NW_010967707.1_cds_XP_010558170.1_31778;0.09973;1.047;0.09524
AT5G03370.1.1;487109;0.03816;0.124;0.3076;Bradi1g43960.3;0.4687;NA;NA;Carubv10001921m;0.07449;0.2502;0.2977;Thhalv10003274m;0.1291;0.3725;0.3465;Medtr1g063240.1;0.3421;1.341;0.2551;MA_10257038g0010;0.4139;NA;NA;lcl|NW_010966881.1_cds_XP_010553001.1_26977;0.2125;0.7292;0.2915
AT5G03430.1.1;487118;0.005427;0.09612;0.05646;Bradi2g09380.1;0.275;1.771;0.1553;Carubv10000795m;0.0099;0.1564;0.06329;Thhalv10013337m;0.02516;0.2803;0.08976;Medtr7g102180.1;0.17;1.565;0.1087;MA_234285g0010;0.3187;1.739;0.1833;lcl|NW_010966881.1_cds_XP_010553000.1_26976;0.07229;0.6615;0.1093
AT5G03450.1.1;487121;0.04953;0.1325;0.3739;Bradi3g32540.1;0.5913;NA;NA;Carubv10003401m;0.1055;0.2484;0.4246;Thhalv10013047m;0.1125;0.3463;0.3249;Medtr7g102280.1;0.4642;2.595;0.1789;MA_10426158g0010;0.7418;NA;NA;lcl|NW_010965775.1_cds_XP_010543439.1_18475;0.243;0.676;0.3594
AT5G03555.1.1;487134;0.01963;0.1886;0.1041;Bradi3g51350.1;0.3345;NA;NA;Carubv10003714m;0.04442;0.3554;0.125;Thhalv10015725m;0.05914;0.3139;0.1884;Medtr1g062130.1;0.2367;2.107;0.1123;MA_10436776g0010;0.3683;NA;NA;lcl|NW_010965775.1_cds_XP_010543900.1_18489;0.1317;1.117;0.1179
AT5G03650.1.1;939752;0.01755;0.1287;0.1363;Bradi5g09170.2;0.1517;1.849;0.08204;Carubv10000235m;0.02601;0.2072;0.1255;Thhalv10012679m;0.03631;0.2592;0.1401;Medtr7g104080.1;0.1315;1.611;0.08159;MA_10430611g0010;0.399;NA;NA;lcl|NW_010967707.1_cds_XP_010558205.1_31811;0.07848;0.6284;0.1249
AT5G03730.2.1;487152;0.007311;0.1033;0.07079;Bradi4g38400.1;0.2838;5.264;0.05392;Carubv10000240m;0.01453;0.2243;0.06477;Thhalv10012708m;0.02503;0.2687;0.09315;Medtr1g061190.1;0.1844;1.327;0.139;MA_35694g0010;0.3258;2.13;0.1529;lcl|NW_010965775.1_cds_XP_010543468.1_18502;0.07995;0.5872;0.1362
